Depto_Cod1;Depto_Cod2;Departamento;Munpio_Cod1;Munpio_Cod2;Municipio
41;41;Huila;41530;41530;Palestina
41;41;Huila;41548;41548;Pital
41;41;Huila;41551;41551;Pitalito
41;41;Huila;41615;41615;Rivera
41;41;Huila;41660;41660;Saladoblanco
41;41;Huila;41668;41668;San Agustín
41;41;Huila;41676;41676;Santa María
41;41;Huila;41770;41770;Suaza
41;41;Huila;41791;41791;Tarqui
41;41;Huila;41797;41797;Tesalia
41;41;Huila;41799;41799;Tello
41;41;Huila;41801;41801;Teruel
41;41;Huila;41807;41807;Timaná
41;41;Huila;41872;41872;Villavieja
41;41;Huila;41885;41885;Yaguará
44;44;La Guajira;44001;44001;Riohacha
44;44;La Guajira;44035;44035;Albania
44;44;La Guajira;44078;44078;Barrancas
44;44;La Guajira;44090;44090;Dibulla
44;44;La Guajira;44098;44098;Distracción
44;44;La Guajira;44110;44110;El Molino
44;44;La Guajira;44279;44279;Fonseca
44;44;La Guajira;44378;44378;Hatonuevo
44;44;La Guajira;44420;44420;La Jagua del Pilar
44;44;La Guajira;44430;44430;Maicao
44;44;La Guajira;44560;44560;Manaure
44;44;La Guajira;44650;44650;San Juan del Cesar
44;44;La Guajira;44847;44847;Uribia
44;44;La Guajira;44855;44855;Urumita
44;44;La Guajira;44874;44874;Villanueva
47;47;Magdalena;47001;47001;Santa Marta
47;47;Magdalena;47030;47030;Algarrobo
47;47;Magdalena;47053;47053;Aracataca
47;47;Magdalena;47058;47058;Ariguaní
47;47;Magdalena;47161;47161;Cerro San Antonio
47;47;Magdalena;47170;47170;Chibolo
47;47;Magdalena;47189;47189;Ciénaga
47;47;Magdalena;47205;47205;Concordia
47;47;Magdalena;47245;47245;El Banco
47;47;Magdalena;47258;47258;El Piñon
47;47;Magdalena;47268;47268;El Retén
47;47;Magdalena;47288;47288;Fundación
47;47;Magdalena;47318;47318;Guamal
47;47;Magdalena;47460;47460;Nueva Granada
47;47;Magdalena;47541;47541;Pedraza
47;47;Magdalena;47545;47545;Pijiño del Carmen
47;47;Magdalena;47551;47551;Pivijay
47;47;Magdalena;47555;47555;Plato
47;47;Magdalena;47570;47570;Puebloviejo
47;47;Magdalena;47605;47605;Remolino
47;47;Magdalena;47660;47660;Sabanas de San Angel
47;47;Magdalena;47675;47675;Salamina
47;47;Magdalena;47692;47692;San Sebastián de Buenavista
47;47;Magdalena;47703;47703;San Zenón
47;47;Magdalena;47707;47707;Santa Ana
47;47;Magdalena;47720;47720;Santa Bárbara de Pinto
47;47;Magdalena;47745;47745;Sitionuevo
47;47;Magdalena;47798;47798;Tenerife
47;47;Magdalena;47960;47960;Zapayán
47;47;Magdalena;47980;47980;Zona Bananera
50;50;Meta;50001;50001;Villavicencio
50;50;Meta;50006;50006;Acacías
50;50;Meta;50110;50110;Barranca de Upía
50;50;Meta;50124;50124;Cabuyaro
50;50;Meta;50150;50150;Castilla la Nueva
50;50;Meta;50223;50223;Cubarral
50;50;Meta;50226;50226;Cumaral
50;50;Meta;50245;50245;El Calvario
50;50;Meta;50251;50251;El Castillo
50;50;Meta;50270;50270;El Dorado
50;50;Meta;50287;50287;Fuente de Oro
50;50;Meta;50313;50313;Granada
50;50;Meta;50318;50318;Guamal
50;50;Meta;50325;50325;Mapiripán
50;50;Meta;50330;50330;Mesetas
50;50;Meta;50350;50350;La Macarena
50;50;Meta;50370;50370;Uribe
50;50;Meta;50400;50400;Lejanías
50;50;Meta;50450;50450;Puerto Concordia
50;50;Meta;50568;50568;Puerto Gaitán
50;50;Meta;50573;50573;Puerto López
50;50;Meta;50577;50577;Puerto Lleras
50;50;Meta;50590;50590;Puerto Rico
50;50;Meta;50606;50606;Restrepo
50;50;Meta;50680;50680;San Carlos de Guaroa
50;50;Meta;50683;50683;San Juan de Arama
50;50;Meta;50686;50686;San Juanito
50;50;Meta;50689;50689;San Martín
50;50;Meta;50711;50711;Vistahermosa
52;52;Nariño;52001;52001;Pasto
52;52;Nariño;52019;52019;Albán
52;52;Nariño;52022;52022;Aldana
52;52;Nariño;52036;52036;Ancuyá
52;52;Nariño;52051;52051;Arboleda
52;52;Nariño;52079;52079;Barbacoas
52;52;Nariño;52083;52083;Belén
52;52;Nariño;52110;52110;Buesaco
52;52;Nariño;52203;52203;Colón
52;52;Nariño;52207;52207;Consaca
52;52;Nariño;52210;52210;Contadero
52;52;Nariño;52215;52215;Córdoba
52;52;Nariño;52224;52224;Cuaspud
52;52;Nariño;52227;52227;Cumbal
52;52;Nariño;52233;52233;Cumbitara
52;52;Nariño;52240;52240;Chachagüí
52;52;Nariño;52250;52250;El Charco
52;52;Nariño;52254;52254;El Peñol
52;52;Nariño;52256;52256;El Rosario
52;52;Nariño;52258;52258;El Tablón de Gómez
52;52;Nariño;52260;52260;El Tambo
52;52;Nariño;52287;52287;Funes
52;52;Nariño;52317;52317;Guachucal
52;52;Nariño;52320;52320;Guaitarilla
52;52;Nariño;52323;52323;Gualmatán
52;52;Nariño;52352;52352;Iles
52;52;Nariño;52354;52354;Imués
52;52;Nariño;52356;52356;Ipiales
52;52;Nariño;52378;52378;La Cruz
52;52;Nariño;52381;52381;La Florida
52;52;Nariño;52385;52385;La Llanada
52;52;Nariño;52390;52390;La Tola
52;52;Nariño;52399;52399;La Unión
52;52;Nariño;52405;52405;Leiva
52;52;Nariño;52411;52411;Linares
52;52;Nariño;52418;52418;Los Andes
52;52;Nariño;52427;52427;Magüi
52;52;Nariño;52435;52435;Mallama
52;52;Nariño;52473;52473;Mosquera
52;52;Nariño;52480;52480;Nariño
52;52;Nariño;52490;52490;Olaya Herrera
52;52;Nariño;52506;52506;Ospina
52;52;Nariño;52520;52520;Francisco Pizarro
52;52;Nariño;52540;52540;Policarpa
52;52;Nariño;52560;52560;Potosí
52;52;Nariño;52565;52565;Providencia
52;52;Nariño;52573;52573;Puerres
52;52;Nariño;52585;52585;Pupiales
52;52;Nariño;52612;52612;Ricaurte
52;52;Nariño;52621;52621;Roberto Payán
52;52;Nariño;52678;52678;Samaniego
52;52;Nariño;52683;52683;Sandoná
52;52;Nariño;52685;52685;San Bernardo
52;52;Nariño;52687;52687;San Lorenzo
52;52;Nariño;52693;52693;San Pablo
52;52;Nariño;52694;52694;San Pedro de Cartago
52;52;Nariño;52696;52696;Santa Bárbara
52;52;Nariño;52699;52699;Santacruz
52;52;Nariño;52720;52720;Sapuyes
52;52;Nariño;52786;52786;Taminango
52;52;Nariño;52788;52788;Tangua
52;52;Nariño;52835;52835;San Andres de Tumaco
52;52;Nariño;52838;52838;Túquerres
52;52;Nariño;52885;52885;Yacuanquer
54;54;Norte De Santander;54001;54001;Cúcuta
54;54;Norte De Santander;54003;54003;Abrego
54;54;Norte De Santander;54051;54051;Arboledas
54;54;Norte De Santander;54099;54099;Bochalema
54;54;Norte De Santander;54109;54109;Bucarasica
54;54;Norte De Santander;54125;54125;Cácota
54;54;Norte De Santander;54128;54128;Cachirá
54;54;Norte De Santander;54172;54172;Chinácota
54;54;Norte De Santander;54174;54174;Chitagá
54;54;Norte De Santander;54206;54206;Convención
54;54;Norte De Santander;54223;54223;Cucutilla
54;54;Norte De Santander;54239;54239;Durania
54;54;Norte De Santander;54245;54245;El Carmen
54;54;Norte De Santander;54250;54250;El Tarra
54;54;Norte De Santander;54261;54261;El Zulia
54;54;Norte De Santander;54313;54313;Gramalote
54;54;Norte De Santander;54344;54344;Hacarí
54;54;Norte De Santander;54347;54347;Herrán
54;54;Norte De Santander;54377;54377;Labateca
54;54;Norte De Santander;54385;54385;La Esperanza
54;54;Norte De Santander;54398;54398;La Playa
54;54;Norte De Santander;54405;54405;Los Patios
54;54;Norte De Santander;54418;54418;Lourdes
54;54;Norte De Santander;54480;54480;Mutiscua
54;54;Norte De Santander;54498;54498;Ocaña
54;54;Norte De Santander;54518;54518;Pamplona
54;54;Norte De Santander;54520;54520;Pamplonita
54;54;Norte De Santander;54553;54553;Puerto Santander
54;54;Norte De Santander;54599;54599;Ragonvalia
54;54;Norte De Santander;54660;54660;Salazar
54;54;Norte De Santander;54670;54670;San Calixto
54;54;Norte De Santander;54673;54673;San Cayetano
54;54;Norte De Santander;54680;54680;Santiago
54;54;Norte De Santander;54720;54720;Sardinata
54;54;Norte De Santander;54743;54743;Silos
54;54;Norte De Santander;54800;54800;Teorama
54;54;Norte De Santander;54810;54810;Tibú
54;54;Norte De Santander;54820;54820;Toledo
54;54;Norte De Santander;54871;54871;Villa Caro
54;54;Norte De Santander;54874;54874;Villa del Rosario
63;63;Quindio;63001;63001;Armenia
63;63;Quindio;63111;63111;Buenavista
63;63;Quindio;63130;63130;Calarca
63;63;Quindio;63190;63190;Circasia
63;63;Quindio;63212;63212;Córdoba
63;63;Quindio;63272;63272;Filandia
63;63;Quindio;63302;63302;Génova
63;63;Quindio;63401;63401;La Tebaida
63;63;Quindio;63470;63470;Montenegro
63;63;Quindio;63548;63548;Pijao
63;63;Quindio;63594;63594;Quimbaya
63;63;Quindio;63690;63690;Salento
66;66;Risaralda;66001;66001;Pereira
66;66;Risaralda;66045;66045;Apía
66;66;Risaralda;66075;66075;Balboa
66;66;Risaralda;66088;66088;Belén de Umbría
66;66;Risaralda;66170;66170;Dosquebradas
66;66;Risaralda;66318;66318;Guática
66;66;Risaralda;66383;66383;La Celia
66;66;Risaralda;66400;66400;La Virginia
66;66;Risaralda;66440;66440;Marsella
66;66;Risaralda;66456;66456;Mistrató
66;66;Risaralda;66572;66572;Pueblo Rico
66;66;Risaralda;66594;66594;Quinchía
66;66;Risaralda;66682;66682;Santa Rosa de Cabal
66;66;Risaralda;66687;66687;Santuario
68;68;Santander;68001;68001;Bucaramanga
68;68;Santander;68013;68013;Aguada
68;68;Santander;68020;68020;Albania
68;68;Santander;68051;68051;Aratoca
68;68;Santander;68077;68077;Barbosa
68;68;Santander;68079;68079;Barichara
68;68;Santander;68081;68081;Barrancabermeja
68;68;Santander;68092;68092;Betulia
68;68;Santander;68101;68101;Bolívar
68;68;Santander;68121;68121;Cabrera
68;68;Santander;68132;68132;California
68;68;Santander;68147;68147;Capitanejo
68;68;Santander;68152;68152;Carcasí
68;68;Santander;68160;68160;Cepitá
68;68;Santander;68162;68162;Cerrito
68;68;Santander;68167;68167;Charalá
68;68;Santander;68169;68169;Charta
68;68;Santander;68176;68176;Chima
68;68;Santander;68179;68179;Chipatá
68;68;Santander;68190;68190;Cimitarra
68;68;Santander;68207;68207;Concepción
68;68;Santander;68209;68209;Confines
68;68;Santander;68211;68211;Contratación
68;68;Santander;68217;68217;Coromoro
68;68;Santander;68229;68229;Curití
68;68;Santander;68235;68235;El Carmen de Chucurí
68;68;Santander;68245;68245;El Guacamayo
68;68;Santander;68250;68250;El Peñón
68;68;Santander;68255;68255;El Playón
68;68;Santander;68264;68264;Encino
68;68;Santander;68266;68266;Enciso
68;68;Santander;68271;68271;Florián
68;68;Santander;68276;68276;Floridablanca
68;68;Santander;68296;68296;Galán
68;68;Santander;68298;68298;Gambita
68;68;Santander;68307;68307;Girón
68;68;Santander;68318;68318;Guaca
68;68;Santander;68320;68320;Guadalupe
68;68;Santander;68322;68322;Guapotá
68;68;Santander;68324;68324;Guavatá
68;68;Santander;68327;68327;Güepsa
68;68;Santander;68344;68344;Hato
68;68;Santander;68368;68368;Jesús María
68;68;Santander;68370;68370;Jordán
68;68;Santander;68377;68377;La Belleza
68;68;Santander;68385;68385;Landázuri
68;68;Santander;68397;68397;La Paz
68;68;Santander;68406;68406;Lebríja
68;68;Santander;68418;68418;Los Santos
68;68;Santander;68425;68425;Macaravita
68;68;Santander;68432;68432;Málaga
68;68;Santander;68444;68444;Matanza
68;68;Santander;68464;68464;Mogotes
68;68;Santander;68468;68468;Molagavita
68;68;Santander;68498;68498;Ocamonte
68;68;Santander;68500;68500;Oiba
68;68;Santander;68502;68502;Onzaga
68;68;Santander;68522;68522;Palmar
68;68;Santander;68524;68524;Palmas del Socorro
68;68;Santander;68533;68533;Páramo
68;68;Santander;68547;68547;Piedecuesta
68;68;Santander;68549;68549;Pinchote
68;68;Santander;68572;68572;Puente Nacional
68;68;Santander;68573;68573;Puerto Parra
68;68;Santander;68575;68575;Puerto Wilches
68;68;Santander;68615;68615;Rionegro
68;68;Santander;68655;68655;Sabana de Torres
68;68;Santander;68669;68669;San Andrés
68;68;Santander;68673;68673;San Benito
68;68;Santander;68679;68679;San Gil
68;68;Santander;68682;68682;San Joaquín
68;68;Santander;68684;68684;San José de Miranda
68;68;Santander;68686;68686;San Miguel
68;68;Santander;68689;68689;San Vicente de Chucurí
68;68;Santander;68705;68705;Santa Bárbara
68;68;Santander;68720;68720;Santa Helena del Opón
68;68;Santander;68745;68745;Simacota
68;68;Santander;68755;68755;Socorro
68;68;Santander;68770;68770;Suaita
68;68;Santander;68773;68773;Sucre
68;68;Santander;68780;68780;Suratá
68;68;Santander;68820;68820;Tona
68;68;Santander;68855;68855;Valle de San José
68;68;Santander;68861;68861;Vélez
68;68;Santander;68867;68867;Vetas
68;68;Santander;68872;68872;Villanueva
68;68;Santander;68895;68895;Zapatoca
70;70;Sucre;70001;70001;Sincelejo
70;70;Sucre;70110;70110;Buenavista
70;70;Sucre;70124;70124;Caimito
70;70;Sucre;70204;70204;Coloso
70;70;Sucre;70215;70215;Corozal
70;70;Sucre;70221;70221;Coveñas
70;70;Sucre;70230;70230;Chalán
70;70;Sucre;70233;70233;El Roble
70;70;Sucre;70235;70235;Galeras
70;70;Sucre;70265;70265;Guaranda
70;70;Sucre;70400;70400;La Unión
70;70;Sucre;70418;70418;Los Palmitos
70;70;Sucre;70429;70429;Majagual
70;70;Sucre;70473;70473;Morroa
70;70;Sucre;70508;70508;Ovejas
70;70;Sucre;70523;70523;Palmito
70;70;Sucre;70670;70670;Sampués
70;70;Sucre;70678;70678;San Benito Abad
70;70;Sucre;70702;70702;San Juan de Betulia
70;70;Sucre;70708;70708;San Marcos
70;70;Sucre;70713;70713;San Onofre
70;70;Sucre;70717;70717;San Pedro
70;70;Sucre;70742;70742;San Luis de Sincé
70;70;Sucre;70771;70771;Sucre
70;70;Sucre;70820;70820;Santiago de Tolú
70;70;Sucre;70823;70823;Tolú Viejo
73;73;Tolima;73001;73001;Ibagué
73;73;Tolima;73024;73024;Alpujarra
73;73;Tolima;73026;73026;Alvarado
73;73;Tolima;73030;73030;Ambalema
73;73;Tolima;73043;73043;Anzoátegui
73;73;Tolima;73055;73055;Armero
73;73;Tolima;73067;73067;Ataco
73;73;Tolima;73124;73124;Cajamarca
73;73;Tolima;73148;73148;Carmen de Apicalá
73;73;Tolima;73152;73152;Casabianca
73;73;Tolima;73168;73168;Chaparral
73;73;Tolima;73200;73200;Coello
73;73;Tolima;73217;73217;Coyaima
73;73;Tolima;73226;73226;Cunday
73;73;Tolima;73236;73236;Dolores
73;73;Tolima;73268;73268;Espinal
73;73;Tolima;73270;73270;Falan
73;73;Tolima;73275;73275;Flandes
73;73;Tolima;73283;73283;Fresno
73;73;Tolima;73319;73319;Guamo
73;73;Tolima;73347;73347;Herveo
73;73;Tolima;73349;73349;Honda
73;73;Tolima;73352;73352;Icononzo
73;73;Tolima;73408;73408;Lérida
73;73;Tolima;73411;73411;Líbano
73;73;Tolima;73443;73443;Mariquita
73;73;Tolima;73449;73449;Melgar
73;73;Tolima;73461;73461;Murillo
73;73;Tolima;73483;73483;Natagaima
73;73;Tolima;73504;73504;Ortega
73;73;Tolima;73520;73520;Palocabildo
73;73;Tolima;73547;73547;Piedras
73;73;Tolima;73555;73555;Planadas
73;73;Tolima;73563;73563;Prado
73;73;Tolima;73585;73585;Purificación
73;73;Tolima;73616;73616;Rioblanco
73;73;Tolima;73622;73622;Roncesvalles
73;73;Tolima;73624;73624;Rovira
73;73;Tolima;73671;73671;Saldaña
73;73;Tolima;73675;73675;San Antonio
73;73;Tolima;73678;73678;San Luis
73;73;Tolima;73686;73686;Santa Isabel
73;73;Tolima;73770;73770;Suárez
73;73;Tolima;73854;73854;Valle de San Juan
73;73;Tolima;73861;73861;Venadillo
73;73;Tolima;73870;73870;Villahermosa
73;73;Tolima;73873;73873;Villarrica
76;76;Valle;76001;76001;Cali
76;76;Valle;76020;76020;Alcalá
76;76;Valle;76036;76036;Andalucía
76;76;Valle;76041;76041;Ansermanuevo
76;76;Valle;76054;76054;Argelia
76;76;Valle;76100;76100;Bolívar
76;76;Valle;76109;76109;Buenaventura
76;76;Valle;76111;76111;Guadalajara de Buga
76;76;Valle;76113;76113;Bugalagrande
76;76;Valle;76122;76122;Caicedonia
76;76;Valle;76126;76126;Calima
76;76;Valle;76130;76130;Candelaria
76;76;Valle;76147;76147;Cartago
76;76;Valle;76233;76233;Dagua
76;76;Valle;76243;76243;El Águila
76;76;Valle;76246;76246;El Cairo
76;76;Valle;76248;76248;El Cerrito
76;76;Valle;76250;76250;El Dovio
76;76;Valle;76275;76275;Florida
76;76;Valle;76306;76306;Ginebra
76;76;Valle;76318;76318;Guacarí
76;76;Valle;76364;76364;Jamundí
76;76;Valle;76377;76377;La Cumbre
76;76;Valle;76400;76400;La Unión
76;76;Valle;76403;76403;La Victoria
76;76;Valle;76497;76497;Obando
76;76;Valle;76520;76520;Palmira
76;76;Valle;76563;76563;Pradera
76;76;Valle;76606;76606;Restrepo
76;76;Valle;76616;76616;Riofrío
76;76;Valle;76622;76622;Roldanillo
76;76;Valle;76670;76670;San Pedro
76;76;Valle;76736;76736;Sevilla
76;76;Valle;76823;76823;Toro
76;76;Valle;76828;76828;Trujillo
76;76;Valle;76834;76834;Tuluá
76;76;Valle;76845;76845;Ulloa
76;76;Valle;76863;76863;Versalles
76;76;Valle;76869;76869;Vijes
76;76;Valle;76890;76890;Yotoco
76;76;Valle;76892;76892;Yumbo
76;76;Valle;76895;76895;Zarzal
81;81;Arauca;81001;81001;Arauca
81;81;Arauca;81065;81065;Arauquita
81;81;Arauca;81220;81220;Cravo Norte
81;81;Arauca;81300;81300;Fortul
81;81;Arauca;81591;81591;Puerto Rondón
81;81;Arauca;81736;81736;Saravena
81;81;Arauca;81794;81794;Tame
85;85;Casanare;85001;85001;Yopal
85;85;Casanare;85010;85010;Aguazul
85;85;Casanare;85015;85015;Chameza
85;85;Casanare;85125;85125;Hato Corozal
85;85;Casanare;85136;85136;La Salina
85;85;Casanare;85139;85139;Maní
85;85;Casanare;85162;85162;Monterrey
85;85;Casanare;85225;85225;Nunchía
85;85;Casanare;85230;85230;Orocué
85;85;Casanare;85250;85250;Paz de Ariporo
85;85;Casanare;85263;85263;Pore
85;85;Casanare;85279;85279;Recetor
85;85;Casanare;85300;85300;Sabanalarga
85;85;Casanare;85315;85315;Sácama
85;85;Casanare;85325;85325;San Luis de Palenque
85;85;Casanare;85400;85400;Támara
85;85;Casanare;85410;85410;Tauramena
85;85;Casanare;85430;85430;Trinidad
85;85;Casanare;85440;85440;Villanueva
86;86;Putumayo;86001;86001;Mocoa
86;86;Putumayo;86219;86219;Colón
86;86;Putumayo;86320;86320;Orito
86;86;Putumayo;86568;86568;Puerto Asís
86;86;Putumayo;86569;86569;Puerto Caicedo
86;86;Putumayo;86571;86571;Puerto Guzmán
86;86;Putumayo;86573;86573;Leguízamo
86;86;Putumayo;86749;86749;Sibundoy
86;86;Putumayo;86755;86755;San Francisco
86;86;Putumayo;86757;86757;San Miguel
86;86;Putumayo;86760;86760;Santiago
86;86;Putumayo;86865;86865;Valle del Guamuez
86;86;Putumayo;86885;86885;Villagarzón
88;88;Archipiélago De San Andrés;88001;88001;San Andrés
88;88;Archipiélago De San Andrés;88564;88564;Providencia
91;91;Amazonas;91001;91001;Leticia
91;91;Amazonas;91263;91263;El Encanto
91;91;Amazonas;91405;91405;La Chorrera
91;91;Amazonas;91407;91407;La Pedrera
91;91;Amazonas;91430;91430;La Victoria*
91;91;Amazonas;91460;91460;Miriti - Paraná
91;91;Amazonas;91530;91530;Puerto Alegría
91;91;Amazonas;91536;91536;Puerto Arica
91;91;Amazonas;91540;91540;Puerto Nariño
91;91;Amazonas;91669;91669;Puerto Santander
91;91;Amazonas;91798;91798;Tarapacá
94;94;Guainía;94001;94001;Inírida
94;94;Guainía;94343;94343;Barranco Minas*
94;94;Guainía;94663;94663;Mapiripana*
94;94;Guainía;94883;94883;San Felipe
94;94;Guainía;94884;94884;Puerto Colombia
94;94;Guainía;94885;94885;La Guadalupe
94;94;Guainía;94886;94886;Cacahual
94;94;Guainía;94887;94887;Pana Pana*
94;94;Guainía;94888;94888;Morichal*
95;95;Guaviare;95001;95001;San José del Guaviare
95;95;Guaviare;95015;95015;Calamar
95;95;Guaviare;95025;95025;El Retorno
95;95;Guaviare;95200;95200;Miraflores
97;97;Vaupés;97001;97001;Mitú
97;97;Vaupés;97161;97161;Caruru*
97;97;Vaupés;97511;97511;Pacoa*
97;97;Vaupés;97666;97666;Taraira
97;97;Vaupés;97777;97777;Papunaua
97;97;Vaupés;97889;97889;Yavaraté
99;99;Vichada;99001;99001;Puerto Carreño
99;99;Vichada;99524;99524;La Primavera
99;99;Vichada;99624;99624;Santa Rosalía
99;99;Vichada;99773;99773;Cumaribo
13;13;Bolívar;13490;13490;Norosi
23;23;Córdoba;23682;23682;San José De Uré
41;41;Huila;41999;41999;Área En Litigio
19;19;Cauca;19300;19300;Guachené
23;23;Córdoba;23815;23815;Tuchín
