,COLE_COD_DANE_ESTABLECIMIENTO,PUNT_GLOBAL,sociales_ciudanas_rank,c_naturales_rank,matematicas_rank,lectura_critica_rank,ingles_rank,COLE_COD_DANE_SEDE,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,COLE_GENERO,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,Punt_lectura_critica_mean_2017,Punt_matematicas_mean_2017,Punt_c_naturales_mean_2017,Punt_sociales_ciudadanas_mean_2017,Punt_ingles_mean_2017,Punt_global_mean_2017,Punt_lectura_critica_mean_2018,Punt_matematicas_mean_2018,Punt_c_naturales_mean_2018,Punt_sociales_ciudadanas_mean_2018,Punt_ingles_mean_2018,Punt_global_mean_2018,Punt_lectura_critica_mean_2019,Punt_matematicas_mean_2019,Punt_c_naturales_mean_2019,Punt_sociales_ciudadanas_mean_2019,Punt_ingles_mean_2019,Punt_global_mean_2019,Punt_lectura_critica_mean_2020,Punt_matematicas_mean_2020,Punt_c_naturales_mean_2020,Punt_sociales_ciudadanas_mean_2020,Punt_ingles_mean_2020,Punt_global_mean_2020,Punt_lectura_critica_mean_2021,Punt_matematicas_mean_2021,Punt_c_naturales_mean_2021,Punt_sociales_ciudadanas_mean_2021,Punt_ingles_mean_2021,Punt_global_mean_2021,COLE_NOMBRE_SEDE,direccion,telefono,zona,niveles,caracter,especialidad,idiomas,correo electronico,modelos educativos,capacidades excepcionales,discapacidades,matricula contratada,estrato socio-economico
183,305088000272,278.0,4.0,5.0,2.0,1.0,3.0,305088000272,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,58.41379310344828,54.82758620689656,58.310344827586206,57.03448275862069,54.37931034482759,284.7586206896552,58.34146341463415,54.85365853658536,56.29268292682927,54.85365853658536,58.073170731707314,281.1707317073171,58.10526315789474,56.23684210526316,54.0921052631579,54.3421052631579,59.63157894736842,280.0131578947368,59.04054054054054,57.608108108108105,51.37837837837838,55.24324324324324,55.108108108108105,278.8513513513513,59.63636363636363,57.37878787878788,53.81818181818182,54.72727272727273,60.06060606060606,283.3939393939394,INSTITUCIÓN EDUCATIVA MANO AMIGA,KR 66 59 A 80 ,4569038,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,direccion@iemanoamigabello.edu.co,EDUCACIÓN TRADICIONAL,,,SI,ESTRATO 3
184,305088000574,280.0,4.0,5.0,2.0,1.0,3.0,305088000574,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,TÉCNICO/ACADÉMICO,S,URBANO,5088,5,60.69565217391305,55.869565217391305,55.84057971014493,56.65217391304348,56.89855072463768,286.2173913043478,59.274193548387096,53.61290322580645,53.83870967741935,53.193548387096776,58.83870967741935,276.38709677419354,55.22916666666666,50.97916666666666,48.895833333333336,48.458333333333336,52.8125,255.125,57.23076923076923,55.51282051282051,53.256410256410255,55.19230769230769,54.782051282051285,276.2307692307692,58.440677966101696,55.08474576271186,53.79661016949152,52.067796610169495,58.69491525423729,275.6949152542373,INSTITUTO PARROQUIAL JESUS DE LA BUENA ESPERANZA,CL 49 47 10 ,4512222,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"OTRO,ACADÉMICA",,secretaria.academica@ipjbe.edu.co,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
185,305088000639,283.5,2.0,5.0,3.0,1.0,4.0,305088000639,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,59.99107142857143,55.33928571428572,54.52678571428572,57.04464285714285,57.598214285714285,284.00892857142856,59.86290322580645,55.58064516129032,54.78225806451613,55.55645161290322,60.04838709677419,283.5806451612903,60.17518248175183,56.86131386861314,54.05839416058394,55.934306569343065,56.88321167883212,283.8175182481752,57.84105960264901,54.63576158940398,52.19205298013245,56.23841059602649,51.95364238410596,274.87417218543044,59.22131147540984,53.631147540983605,52.50819672131148,54.9344262295082,57.26229508196721,276.2049180327869,COL PARROQUIAL NUESTRA SEÑORA DE CHIQUINQUIRA,DG 61 42 78 ,4815111-4811993,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,lachincaniquia@une.net.co,EDUCACIÓN TRADICIONAL,,,NO,
186,305088000647,264.0,4.0,5.0,3.0,1.0,2.0,305088000647,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,57.392857142857146,53.85714285714285,53.32142857142857,54.035714285714285,56.96428571428572,274.17857142857144,52.125,49.78125,47.75,46.625,54.28125,247.375,58.12903225806452,53.483870967741936,51.16129032258065,51.483870967741936,54.87096774193548,268.35483870967744,56.609756097560975,53.58536585365854,51.02439024390244,52.63414634146341,51.1219512195122,266.4146341463415,57.54347826086956,52.869565217391305,51.04347826086956,52.19565217391305,55.26086956521739,267.7826086956522,COLEGIO SAGRADO CORAZON DE MARIA,CL 51 54 87 ,2750225,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,cscmaria@gmail.com,EDUCACIÓN TRADICIONAL,,,NO,
187,305088000698,290.0,3.0,4.0,2.0,1.0,5.0,305088000698,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,,,,,,,,,,,,,,,,,,,57.8936170212766,55.87234042553192,52.48936170212766,54.7872340425532,51.93617021276596,274.97872340425533,60.1551724137931,55.75862068965517,54.8448275862069,55.310344827586206,57.27586206896552,282.91379310344826,COL CARMELITANO,CL 57 62 34 ,599 22 44 -599 46 94,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,carmenbello@unicarmen.edu.co,EDUCACIÓN TRADICIONAL,,,NO,
188,305088000698,277.0,2.0,4.0,5.0,1.0,3.0,305088000698,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,,,,,,,,,,,,,,,,,,,57.8936170212766,55.87234042553192,52.48936170212766,54.7872340425532,51.93617021276596,274.97872340425533,60.1551724137931,55.75862068965517,54.8448275862069,55.310344827586206,57.27586206896552,282.91379310344826,COL CARMELITANO,CL 57 62 34 ,599 22 44 -599 46 94,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,carmenbello@unicarmen.edu.co,EDUCACIÓN TRADICIONAL,,,NO,
189,305088000850,297.0,3.0,4.0,5.0,2.0,1.0,305088000850,COMPLETA_UNICA,BELLO,ANTIOQUIA,FEMENINO,A,N,ACADÉMICO,S,URBANO,5088,5,61.15384615384615,55.88461538461539,55.73076923076923,58.01923076923077,64.5,291.0769230769231,61.67567567567568,57.972972972972975,57.62162162162162,58.810810810810814,67.64864864864865,298.3783783783784,62.25,57.36111111111112,55.5,56.583333333333336,65.80555555555556,292.69444444444446,58.89473684210526,54.1578947368421,52.71052631578947,56.23684210526316,59.5,279.0263157894737,62.34375,56.0625,56.59375,57.5625,67.40625,294.28125,IE SUAREZ DE LA PRESENTACION,KR 50 46 45,2750637-2721569,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,colsuapre@une.net.co,EDUCACIÓN TRADICIONAL,,,NO,
190,305088000868,310.0,4.0,5.0,1.0,2.0,3.0,305088000868,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,64.0,64.97802197802197,57.92307692307692,60.68131868131868,63.494505494505496,310.0989010989011,63.95588235294117,63.70588235294117,60.63235294117647,60.64705882352941,63.85294117647059,311.8382352941176,64.75229357798165,64.55963302752293,60.03669724770642,59.3302752293578,63.972477064220186,311.51376146788994,61.9126213592233,62.29126213592233,56.650485436893206,59.74757281553398,55.66019417475728,298.9805825242718,62.51304347826087,57.278260869565216,55.90434782608696,57.62608695652174,62.57391304347826,293.2869565217391,COL SAN BUENAVENTURA,KR 51 A 23 83 ,4619917,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,colsanbu@une.net.co,EDUCACIÓN TRADICIONAL,,,NO,
191,305088001325,331.0,2.0,5.0,4.0,3.0,1.0,305088001325,COMPLETA_UNICA,BELLO,ANTIOQUIA,FEMENINO,A,,NO APLICA,S,URBANO,5088,5,66.3913043478261,66.6086956521739,63.04347826086956,66.43478260869566,70.21739130434783,329.7826086956522,66.21739130434783,66.69565217391305,63.52173913043478,65.3913043478261,71.43478260869566,329.5217391304348,66.78260869565217,68.0,64.8695652173913,65.1304347826087,72.21739130434783,333.3478260869565,62.96153846153846,64.3076923076923,61.38461538461539,66.42307692307692,66.84615384615384,320.0769230769231,63.16129032258065,62.2258064516129,59.41935483870968,60.45161290322581,69.7741935483871,309.8709677419355,COL BETHLEMITAS,CL 24 A 51 52 ,6048882038 ,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,admisiones@bethlemitasbello.edu.co,EDUCACIÓN TRADICIONAL,,,NO,
192,305088001716,331.5,4.0,5.0,1.0,3.0,2.0,305088001716,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,67.33333333333333,69.83333333333333,65.18518518518519,64.94444444444444,67.42592592592592,334.4259259259259,67.28813559322033,70.44067796610169,66.96610169491525,66.2542372881356,71.47457627118644,340.1864406779661,67.81818181818181,69.4,65.50909090909092,65.58181818181818,67.32727272727273,335.5090909090909,65.41025641025641,67.38461538461539,64.15384615384616,64.76923076923077,64.6025641025641,326.8076923076923,66.93055555555556,68.43055555555556,64.75,64.09722222222223,70.51388888888889,331.9166666666667,COL PARROQUIAL SAN FRANCISCO DE ASIS,KR 58 27 B 21 ,296 62 30 - 296 62 31- 296 62 33,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,rectoria@cosfa.edu.co,EDUCACIÓN TRADICIONAL,,,NO,
193,305088001848,282.0,3.0,4.0,5.0,1.0,2.0,305088001848,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,TÉCNICO,S,URBANO,5088,5,58.41463414634146,54.65853658536585,56.5609756097561,56.46341463414634,60.19512195121951,284.0243902439024,58.130434782608695,55.69565217391305,54.43478260869565,54.95652173913044,58.17391304347826,279.8695652173913,60.56666666666667,53.2,55.4,57.13333333333333,61.53333333333333,284.76666666666665,61.193548387096776,55.29032258064516,54.12903225806452,57.354838709677416,56.16129032258065,284.51612903225805,60.21875,56.6875,55.15625,55.78125,60.71875,286.25,COLEGIO ANA MARIA JANER,DG 53 43 81 ,4816868,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"OTRO,COMERCIAL,ACADÉMICA",INGLÉS,amjaner@gmail.com,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
194,305088001961,231.0,3.0,5.0,2.0,1.0,4.0,305088001961,TARDE,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,56.8,51.8,55.4,51.0,49.0,267.0,,,,,,,52.8,52.4,50.8,47.5,49.0,253.7,52.2,52.8,46.8,44.5,46.15,244.25,55.22222222222222,48.66666666666666,48.5925925925926,47.18518518518518,51.851851851851855,250.25925925925927,IE ESPERANZA AMOR Y PAZ,KR 66 B 66 75,4565263,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,copecas1@hotmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,SI,
195,305088001961,231.0,3.0,5.0,2.0,1.0,4.0,305088001961,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,55.75,55.25,53.25,55.25,51.5,273.25,,,,,,,,,,,,,51.48571428571429,48.25714285714286,40.48571428571429,44.68571428571428,43.142857142857146,229.97142857142856,49.926829268292686,45.85365853658536,45.14634146341464,41.51219512195122,42.78048780487805,226.9268292682927,IE ESPERANZA AMOR Y PAZ,KR 66 B 66 75,4565263,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,copecas1@hotmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,SI,
196,305088001961,242.0,5.0,3.0,2.0,1.0,4.0,305088001961,TARDE,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,56.8,51.8,55.4,51.0,49.0,267.0,,,,,,,52.8,52.4,50.8,47.5,49.0,253.7,52.2,52.8,46.8,44.5,46.15,244.25,55.22222222222222,48.66666666666666,48.5925925925926,47.18518518518518,51.851851851851855,250.25925925925927,IE ESPERANZA AMOR Y PAZ,KR 66 B 66 75,4565263,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,copecas1@hotmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,SI,
197,305088001961,242.0,5.0,3.0,2.0,1.0,4.0,305088001961,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,55.75,55.25,53.25,55.25,51.5,273.25,,,,,,,,,,,,,51.48571428571429,48.25714285714286,40.48571428571429,44.68571428571428,43.142857142857146,229.97142857142856,49.926829268292686,45.85365853658536,45.14634146341464,41.51219512195122,42.78048780487805,226.9268292682927,IE ESPERANZA AMOR Y PAZ,KR 66 B 66 75,4565263,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,copecas1@hotmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,SI,
198,305088002208,247.0,3.0,4.0,2.0,1.0,5.0,305088002208,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,55.95454545454545,50.27272727272727,51.27272727272727,53.5,50.22727272727273,262.6818181818182,52.8235294117647,48.294117647058826,46.588235294117645,48.47058823529412,53.588235294117645,247.0,51.625,50.375,47.375,44.6875,46.375,241.8125,50.25,50.535714285714285,44.57142857142857,45.392857142857146,45.92857142857143,237.78571428571428,54.05263157894737,51.526315789473685,52.05263157894737,47.31578947368421,53.526315789473685,257.10526315789474,COL DE EDUCACION INTEGRAL ABC,CRA 46 NO 53-64,2751189,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,ceiabc@hotmail.com,EDUCACIÓN TRADICIONAL,,"TRASTORNO DEL ESPECTRO AUTISTA,HIPOACUSIA O BAJA AUDICIÓN",NO,
199,305088002348,294.0,3.0,4.0,1.0,2.0,5.0,305088002348,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,TÉCNICO,S,URBANO,5088,5,,,,,,,,,,,,,62.0,61.80555555555556,57.5,58.11111111111112,60.27777777777778,299.4166666666667,60.48780487804878,60.41463414634146,55.19512195121951,58.29268292682927,55.19512195121951,291.6829268292683,59.583333333333336,57.91666666666666,52.69444444444444,52.888888888888886,60.72222222222222,280.75,I.E. EL ROSARIO DE BELLO,KR 50 53 55,4037100,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA",TÉCNICO,COMERCIAL,,elrosario.bello@gmail.com,EDUCACIÓN TRADICIONAL,,,NO,
200,305088002348,295.0,4.0,5.0,2.0,1.0,3.0,305088002348,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,TÉCNICO,S,URBANO,5088,5,,,,,,,,,,,,,62.0,61.80555555555556,57.5,58.11111111111112,60.27777777777778,299.4166666666667,60.48780487804878,60.41463414634146,55.19512195121951,58.29268292682927,55.19512195121951,291.6829268292683,59.583333333333336,57.91666666666666,52.69444444444444,52.888888888888886,60.72222222222222,280.75,I.E. EL ROSARIO DE BELLO,KR 50 53 55,4037100,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA",TÉCNICO,COMERCIAL,,elrosario.bello@gmail.com,EDUCACIÓN TRADICIONAL,,,NO,
201,305088002488,233.0,5.0,4.0,2.0,1.0,3.0,305088002488,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,49.773480662983424,44.5414364640884,45.28729281767956,46.02209944751381,45.48066298342541,231.7016574585636,50.24083769633508,44.93717277486911,44.70680628272251,45.41884816753927,48.00523560209424,232.2670157068063,51.15810276679842,46.53754940711463,43.76679841897233,43.66403162055336,47.22134387351779,231.7944664031621,50.00909090909091,46.88181818181818,45.31818181818182,45.5,44.07272727272727,233.55454545454543,49.87434554973822,45.38743455497382,44.6282722513089,43.86910994764398,47.89005235602095,230.42931937172776,I.E. PREUNIVERSITARIO DE BELLO ANTONIO DE J RIOS,KR 49 50 42 ,2727727,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,preuniversitariodebello@yahoo.es,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,ESTRATO 3
202,305088002615,290.0,5.0,4.0,2.0,3.0,1.0,305088002615,COMPLETA_UNICA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,61.672413793103445,59.48275862068966,58.55172413793103,58.06896551724138,61.41379310344828,298.01724137931035,60.63492063492063,60.285714285714285,58.25396825396825,58.0,64.36507936507937,298.36507936507934,61.25,60.35,55.98333333333333,54.8,63.61666666666667,292.6,59.13235294117647,59.70588235294117,55.64705882352941,54.55882352941177,60.95588235294117,287.7058823529412,64.41666666666667,62.6,59.85,59.55,68.8,310.81666666666666,COL NAZARET,AV 38 55 186 ,3136578878,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA",ACADÉMICO,ACADÉMICA,,nazaret@une.net.co,EDUCACIÓN TRADICIONAL,,,NO,
203,305088002631,262.0,3.0,4.0,2.0,1.0,5.0,305088002631,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,55.70967741935484,53.41935483870968,53.67741935483871,53.83870967741935,45.32258064516129,267.4516129032258,57.81578947368421,53.55263157894737,52.94736842105263,52.23684210526316,54.21052631578947,270.7368421052632,52.0,49.03225806451613,46.096774193548384,44.41935483870968,46.29032258064516,238.9354838709677,58.6764705882353,57.0,53.61764705882353,55.52941176470589,51.70588235294117,279.2647058823529,55.083333333333336,55.625,52.083333333333336,50.333333333333336,52.125,265.8333333333333,COL PARROQUIAL JUAN PABLO II,AV 33 43 35 ,4822037,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,iejuanpablo@yahoo.es,EDUCACIÓN TRADICIONAL,,,SI,
204,305088003255,216.0,4.0,5.0,2.0,1.0,3.0,305088003255,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,45.644067796610166,40.05084745762712,41.79661016949152,42.3728813559322,41.47457627118644,211.96610169491527,45.15384615384615,39.42307692307692,41.07692307692308,39.80769230769231,44.65384615384615,208.07692307692307,49.035714285714285,45.642857142857146,44.25,42.35714285714285,44.46428571428572,226.32142857142856,46.75555555555555,43.11111111111112,41.333333333333336,41.05555555555556,41.84444444444444,214.84444444444443,46.75438596491228,42.92982456140351,41.333333333333336,40.12280701754386,40.1578947368421,212.9122807017544,INSTITUCION EDUCATIVA EDUARDO ORTEGA ARANGO,AV 34 42 D 40 ,6121720,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,col.edorar@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,SI,ESTRATO 3
205,305088003255,216.0,4.0,5.0,2.0,1.0,3.0,305088003255,TARDE,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,,,,,,,49.05555555555556,37.66666666666666,43.05555555555556,42.0,48.11111111111112,216.77777777777777,,,,,,,,,,,,,45.91111111111111,41.48888888888889,41.31111111111111,39.24444444444445,41.02222222222223,209.5555555555556,INSTITUCION EDUCATIVA EDUARDO ORTEGA ARANGO,AV 34 42 D 40 ,6121720,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,col.edorar@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,SI,ESTRATO 3
206,305088003255,220.0,4.0,3.0,5.0,1.0,2.0,305088003255,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,45.644067796610166,40.05084745762712,41.79661016949152,42.3728813559322,41.47457627118644,211.96610169491527,45.15384615384615,39.42307692307692,41.07692307692308,39.80769230769231,44.65384615384615,208.07692307692307,49.035714285714285,45.642857142857146,44.25,42.35714285714285,44.46428571428572,226.32142857142856,46.75555555555555,43.11111111111112,41.333333333333336,41.05555555555556,41.84444444444444,214.84444444444443,46.75438596491228,42.92982456140351,41.333333333333336,40.12280701754386,40.1578947368421,212.9122807017544,INSTITUCION EDUCATIVA EDUARDO ORTEGA ARANGO,AV 34 42 D 40 ,6121720,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,col.edorar@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,SI,ESTRATO 3
207,305088003255,220.0,4.0,3.0,5.0,1.0,2.0,305088003255,TARDE,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,URBANO,5088,5,,,,,,,49.05555555555556,37.66666666666666,43.05555555555556,42.0,48.11111111111112,216.77777777777777,,,,,,,,,,,,,45.91111111111111,41.48888888888889,41.31111111111111,39.24444444444445,41.02222222222223,209.5555555555556,INSTITUCION EDUCATIVA EDUARDO ORTEGA ARANGO,AV 34 42 D 40 ,6121720,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,col.edorar@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,SI,ESTRATO 3
208,305088020079,263.5,3.0,4.0,2.0,1.0,5.0,305088020079,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,,ACADÉMICO,S,URBANO,5088,5,55.77777777777778,52.97222222222222,54.0,51.66666666666666,52.138888888888886,267.55555555555554,55.11111111111112,50.02777777777778,51.083333333333336,49.69444444444444,53.02777777777778,258.02777777777777,56.68,56.32,52.32,53.36,55.96,273.92,56.78378378378378,54.48648648648648,49.108108108108105,51.45945945945946,52.24324324324324,264.4864864864865,56.23076923076923,51.46153846153846,50.56410256410256,49.23076923076923,55.46153846153846,260.7692307692308,I.E NATACHA Y MICHAEL D,KR 66 A 64 A 15,4524471,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,granitodearena@une.net.co,EDUCACIÓN TRADICIONAL,,,NO,
209,305088020551,207.0,5.0,3.0,4.0,1.0,2.0,305088020551,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,RURAL,5088,5,46.05128205128205,39.58974358974359,39.8974358974359,40.282051282051285,42.23076923076923,207.56410256410257,47.333333333333336,40.770833333333336,41.645833333333336,40.79166666666666,43.10416666666666,213.35416666666663,45.25,38.88461538461539,38.73076923076923,36.78846153846154,37.71153846153846,198.71153846153845,44.85227272727273,43.34090909090909,41.43181818181818,40.875,41.54545454545455,212.7386363636364,45.0,41.16666666666666,41.0,38.41666666666666,39.5,206.25,IE SAN JUDAS TADEO,KR 75 21 51 ,3132247515,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,iesanjudastadeo@yahoo.es,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,SI,
210,305088020551,207.0,5.0,3.0,4.0,1.0,2.0,305088020551,SABATINA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,RURAL,5088,5,,,,,,,,,,,,,,,,,,,42.81481481481482,37.27777777777778,37.42592592592592,37.24074074074074,36.407407407407405,192.5555555555556,47.4,36.8,39.0,40.8,40.0,204.4,IE SAN JUDAS TADEO,KR 75 21 51 ,3132247515,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,iesanjudastadeo@yahoo.es,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,SI,
211,305088020551,245.0,5.0,3.0,2.0,1.0,4.0,305088020551,MAÑANA,BELLO,ANTIOQUIA,MIXTO,A,N,ACADÉMICO,S,RURAL,5088,5,46.05128205128205,39.58974358974359,39.8974358974359,40.282051282051285,42.23076923076923,207.56410256410257,47.333333333333336,40.770833333333336,41.645833333333336,40.79166666666666,43.10416666666666,213.35416666666663,45.25,38.88461538461539,38.73076923076923,36.78846153846154,37.71153846153846,198.71153846153845,44.85227272727273,43.34090909090909,41.43181818181818,40.875,41.54545454545455,212.7386363636364,45.0,41.16666666666666,41.0,38.41666666666666,39.5,206.25,IE SAN JUDAS TADEO,KR 75 21 51 ,3132247515,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,iesanjudastadeo@yahoo.es,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,SI,
